name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code
Brunswick Golden Isles Airport,31.258801,-81.466499,26,NA,US,US-GA,Brunswick,yes,KBQK,BQK
Brainerd Lakes Regional Airport,46.402861,-94.129727,1232,NA,US,US-MN,Brainerd,yes,KBRD,BRD
Southeast Iowa Regional Airport,40.783199310302734,-91.12550354,698,NA,US,US-IA,Burlington,yes,KBRL,BRL
Brownsville South Padre Island International Airport,25.907238,-97.425235,22,NA,US,US-TX,Brownsville,yes,KBRO,BRO
Samuels Field,37.81430054,-85.49960327,669,NA,US,US-KY,Bardstown,no,KBRY,BRY
Skypark Airport,40.86940002,-111.927002,4234,NA,US,US-UT,Bountiful,no,KBTF,BTF
Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,952,NA,US,US-MI,Battle Creek,no,KBTL,BTL
Bert Mooney Airport,45.95479965209961,-112.4970016,5550,NA,US,US-MT,Butte,yes,KBTM,BTM
Britton Municipal Airport,45.81520081,-97.74310303,1318,NA,US,US-SD,Britton,no,KBTN,TTO
Pittsburgh/Butler Regional Airport,40.776901,-79.949699,1248,NA,US,US-PA,Butler,no,KBTP,BTP
Baton Rouge Metropolitan Airport,30.533199,-91.149597,70,NA,US,US-LA,Baton Rouge,yes,KBTR,BTR
Patrick Leahy Burlington International Airport,44.471901,-73.153297,335,NA,US,US-VT,Burlington,yes,KBTV,BTV
Beatty Airport,36.86109924,-116.7870026,3170,NA,US,US-NV,Beatty,no,KBTY,BTY
Cram Field,41.776699066199996,-99.14969635,2182,NA,US,US-NE,Burwell,no,KBUB,BUB
Buffalo Niagara International Airport,42.940498,-78.732201,728,NA,US,US-NY,Buffalo,yes,KBUF,BUF
Butler Memorial Airport,38.28979874,-94.34010315,892,NA,US,US-MO,Butler,no,KBUM,BUM
Hollywood Burbank/Bob Hope Airport,34.202834,-118.35805,778,NA,US,US-CA,Burbank,yes,KBUR,BUR
Beaver County Airport,40.772499,-80.391403,1253,NA,US,US-PA,Beaver Falls,no,KBVI,BFP
Bartlesville Municipal Airport,36.762501,-96.0112,711,NA,US,US-OK,Bartlesville,no,KBVO,BVO
Skagit Regional Airport,48.470901,-122.420998,144,NA,US,US-WA,Burlington,no,KBVS,MVW
Batesville Regional Airport,35.7262,-91.647301,465,NA,US,US-AR,Batesville,no,KBVX,BVX
Beverly Regional Airport,42.584202,-70.916496,107,NA,US,US-MA,Beverly / Danvers,no,KBVY,BVY
Brawley Municipal Airport,32.99290085,-115.5169983,-128,NA,US,US-CA,Brawley,no,KBWC,BWC
Brownwood Regional Airport,31.793600082399998,-98.95649719,1387,NA,US,US-TX,Brownwood,no,KBWD,BWD
Bowling Green Warren County Regional Airport,36.964500427199994,-86.41970062,547,NA,US,US-KY,Bowling Green,no,KBWG,BWG
Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,NA,US,US-MD,Baltimore,yes,KBWI,BWI
Harry Stern Airport,46.24409866,-96.60739899,968,NA,US,US-ND,Wahpeton,no,KBWP,WAH
George R Carr Memorial Air Field,30.813699722299997,-89.86499786,119,NA,US,US-LA,Bogalusa,no,KBXA,BXA
Buckeye Municipal Airport,33.422397,-112.686317,1033,NA,US,US-AZ,Buckeye,no,KBXK,BXK
Brunswick Executive Airport,43.89220047,-69.93859863,72,NA,US,US-ME,Brunswick,no,KBXM,NHZ
Johnson County Airport,44.3811,-106.722,4968,NA,US,US-WY,Buffalo,no,KBYG,BYG
Arkansas International Airport,35.96429825,-89.94400024,254,NA,US,US-AR,Blytheville,no,KBYH,BYH
Burley Municipal Airport,42.542598724399994,-113.7720032,4150,NA,US,US-ID,Burley,no,KBYI,BYI
Bicycle Lake Army Air Field,35.2804985,-116.6299973,2350,NA,US,US-CA,Fort Irwin/Barstow,no,KBYS,BYS
Bay City Regional Airport,28.973301,-95.863503,45,NA,US,US-TX,Bay City,no,KBYY,BBC
Bozeman Yellowstone International Airport,45.778853,-111.153711,4473,NA,US,US-MT,Bozeman,yes,KBZN,BZN
Wexford County Airport,44.275749,-85.421534,1307,NA,US,US-MI,Cadillac,no,KCAD,CAD
Columbia Metropolitan Airport,33.938172,-81.123022,236,NA,US,US-SC,Columbia,yes,KCAE,CAE
Craig Moffat Airport,40.49520111,-107.5220032,6193,NA,US,US-CO,Craig,no,KCAG,CIG
Akron Canton Regional Airport,40.916099548339844,-81.44219971,1228,NA,US,US-OH,Akron,yes,KCAK,CAK
Clayton Municipal Airpark,36.44620132,-103.1669998,4965,NA,US,US-NM,Clayton,no,KCAO,CAO
Caribou Municipal Airport,46.871498,-68.017899,626,NA,US,US-ME,Caribou,no,KCAR,CAR
Greater Cumberland Regional Airport,39.615398,-78.760902,775,NA,US,US-WV,Wiley Ford,no,KCBE,CBE
Council Bluffs Municipal Airport,41.25920105,-95.76059723,1253,NA,US,US-IA,Council Bluffs,no,KCBF,CBF
Shalz Field,39.42750168,-101.0469971,3187,NA,US,US-KS,Colby,no,KCBK,CBK
Columbus Air Force Base,33.643799,-88.443802,219,NA,US,US-MS,Columbus,no,KCBM,CBM
Upland-Cable Airport,34.111599,-117.688004,1444,NA,US,US-CA,Upland,no,KCCB,CCB
Buchanan Field,37.9897,-122.056999,26,NA,US,US-CA,Concord,yes,KCCR,CCR
Northeast Iowa Regional Airport,43.07260132,-92.6108017,1125,NA,US,US-IA,Charles City,no,KCCY,CCY
Caledonia County Airport,44.56909943,-72.01799774,1188,NA,US,US-VT,Lyndonville,no,KCDA,LLX
Cedar City Regional Airport,37.70100021362305,-113.098999,5622,NA,US,US-UT,Cedar City,yes,KCDC,CDC
Harrell Field,33.622798919699996,-92.76339722,130,NA,US,US-AR,Camden,no,KCDH,CDH
George T Lewis Airport,29.134095,-83.050783,11,NA,US,US-FL,Cedar Key,no,KCDK,CDK
Woodward Field,34.28359985,-80.56490326,302,NA,US,US-SC,Camden,no,KCDN,CDN
Chadron Municipal Airport,42.837601,-103.095001,3297,NA,US,US-NE,Chadron,yes,KCDR,CDR
Childress Municipal Airport,34.43379974,-100.288002,1954,NA,US,US-TX,Childress,no,KCDS,CDS
Essex County Airport,40.875198364300005,-74.28140259,173,NA,US,US-NJ,Caldwell,no,KCDW,CDW
Cessna Aircraft Field,37.64860153,-97.25060272,1378,NA,US,US-KS,Wichita,no,KCEA,CEA
Jack Mc Namara Field Airport,41.778929,-124.236403,61,NA,US,US-CA,Crescent City,yes,KCEC,CEC
Oconee County Regional Airport,34.6719017,-82.8864975,892,NA,US,US-SC,Clemson,no,KCEU,CEU
Mettel Field,39.69850159,-85.12969971,867,NA,US,US-IN,Connersville,no,KCEV,CEV
Bob Sikes Airport,30.77879906,-86.52210236,213,NA,US,US-FL,Crestview,no,KCEW,CEW
Murray-Calloway County Airport Kyle-Oakley Field,36.6646,-88.372803,577,NA,US,US-KY,Murray,no,KCEY,CEY
Cortez Municipal Airport,37.303001,-108.627998,5918,NA,US,US-CO,Cortez,yes,KCEZ,CEZ
Coulter Field,30.715700149499998,-96.33139801,367,NA,US,US-TX,Bryan,no,KCFD,CFD
Tuscola Area Airport,43.458801,-83.445503,701,NA,US,US-MI,Caro,no,KCFS,TZC
Greenlee County Airport,32.957039,-109.211397,3798,NA,US,US-AZ,Clifton,no,KCFT,CFT
Coffeyville Municipal Airport,37.09400177,-95.57189941,754,NA,US,US-KS,Coffeyville,no,KCFV,CFV
Cambridge Dorchester Airport,38.53929901,-76.03040314,20,NA,US,US-MD,Cambridge,no,KCGE,CGE
Cuyahoga County Airport,41.56510162,-81.48639679,879,NA,US,US-OH,Cleveland,no,KCGF,CGF
Cape Girardeau Regional Airport,37.2253,-89.570801,342,NA,US,US-MO,Cape Girardeau,yes,KCGI,CGI
College Park Airport,38.98059845,-76.92230225,48,NA,US,US-MD,College Park,no,KCGS,CGS
Casa Grande Municipal Airport,32.954899,-111.766998,1464,NA,US,US-AZ,Casa Grande,no,KCGZ,CGZ
Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,683,NA,US,US-TN,Chattanooga,yes,KCHA,CHA
Chickasha Municipal Airport,35.09740067,-97.96769714,1152,NA,US,US-OK,Chickasha,no,KCHK,CHK
Charlottesville Albemarle Airport,38.13859939575195,-78.45290375,639,NA,US,US-VA,Charlottesville,yes,KCHO,CHO
Charleston International Airport,32.896159,-80.038151,46,NA,US,US-SC,Charleston,yes,KCHS,CHS
Chico Regional Airport,39.795595,-121.857716,240,NA,US,US-CA,Chico,no,KCIC,CIC
The Eastern Iowa Airport,41.884701,-91.7108,869,NA,US,US-IA,Cedar Rapids,yes,KCID,CID
Arthur N Neu Airport,42.0461998,-94.78900146,1204,NA,US,US-IA,Carroll,no,KCIN,CIN
Cairo Regional Airport,37.064499,-89.219597,321,NA,US,US-IL,Cairo,no,KCIR,CIR
Chippewa County International Airport,46.242038,-84.462082,800,NA,US,US-MI,Kincheloe,yes,KCIU,CIU
Kegelman AF Aux Field,36.734348,-98.123531,1202,NA,US,US-OK,Cherokee,no,KCKA,CKA
North Central West Virginia Airport,39.2966,-80.228104,1217,NA,US,US-WV,Bridgeport,yes,KCKB,CKB
Grand Marais Cook County Airport,47.8382988,-90.38289642,1799,NA,US,US-MN,Grand Marais,no,KCKC,GRM
Fletcher Field,34.29970169,-90.51229858,173,NA,US,US-MS,Clarksdale,no,KCKM,CKM
Crookston Municipal Kirkwood Field,47.84170151,-96.62159729,899,NA,US,US-MN,Crookston,no,KCKN,CKN
Clarksville–Montgomery County Regional Airport,36.62189865,-87.41500092,550,NA,US,US-TN,Clarksville,no,KCKV,CKV
Cleveland Hopkins International Airport,41.411701,-81.8498,791,NA,US,US-OH,Cleveland,yes,KCLE,CLE
Clintonville Municipal Airport,44.613800048799995,-88.73130035,822,NA,US,US-WI,Clintonville,no,KCLI,CLI
Clinton Regional Airport,35.5383,-98.932701,1616,NA,US,US-OK,Clinton,no,KCLK,CLK
Easterwood Field,30.5886,-96.3638,320,NA,US,US-TX,College Station,yes,KCLL,CLL
William R Fairchild International Airport,48.120201,-123.5,291,NA,US,US-WA,Port Angeles,no,KCLM,CLM
Cliff Hatfield Memorial Airport,33.131500244099996,-115.5210037,-182,NA,US,US-CA,Calipatria,no,KCLR,CLR
Chehalis Centralia Airport,46.676998,-122.983002,176,NA,US,US-WA,Chehalis,no,KCLS,CLS
Charlotte Douglas International Airport,35.2140007,-80.94309998,748,NA,US,US-NC,Charlotte,yes,KCLT,CLT
Clearwater Air Park,27.97669983,-82.75869751,71,NA,US,US-FL,Clearwater,no,KCLW,CLW
John Glenn Columbus International Airport,39.998001,-82.891899,815,NA,US,US-OH,Columbus,yes,KCMH,CMH
University of Illinois Willard Airport,40.039819,-88.276249,755,NA,US,US-IL,Savoy,yes,KCMI,CMI
Houghton County Memorial Airport,47.168399810791016,-88.4890976,1095,NA,US,US-MI,Hancock,yes,KCMX,CMX
Sparta Fort McCoy Airport,43.958009,-90.737886,837,NA,US,US-WI,Sparta,no,KCMY,CMY
Claremont Municipal Airport,43.37039948,-72.36869812,545,NA,US,US-NH,Claremont,no,KCNH,CNH
Blosser Municipal Airport,39.549301147499996,-97.65229797,1486,NA,US,US-KS,Concordia,no,KCNK,CNK
Cavern City Air Terminal,32.337501525878906,-104.2630005,3295,NA,US,US-NM,Carlsbad,yes,KCNM,CNM
Chino Airport,33.97470093,-117.637001,650,NA,US,US-CA,Chino,no,KCNO,CNO
Chanute Martin Johnson Airport,37.668173,-95.486727,1002,NA,US,US-KS,Chanute,no,KCNU,CNU
TSTC Waco Airport,31.641129,-97.073335,470,NA,US,US-TX,Waco,no,KCNW,CNW
Canyonlands Regional Airport,38.755001,-109.754997,4557,NA,US,US-UT,Moab,yes,KCNY,CNY
Yellowstone Regional Airport,44.520199,-109.024002,5102,NA,US,US-WY,Cody,yes,KCOD,COD
Coeur D'Alene Airport - Pappy Boyington Field,47.7743,-116.82,2320,NA,US,US-ID,Coeur d'Alene,no,KCOE,COE
Patrick Space Force Base,28.2349,-80.6101,8,NA,US,US-FL,Cocoa Beach,no,KCOF,COF
Merritt Island Airport,28.341600418099997,-80.6855011,6,NA,US,US-FL,Merritt Island,no,KCOI,COI
Coleman Municipal Airport,31.841100692699996,-99.4036026,1697,NA,US,US-TX,Coleman,no,KCOM,COM
Concord Municipal Airport,43.20270157,-71.50229645,342,NA,US,US-NH,Concord,no,KCON,CON
City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187,NA,US,US-CO,Colorado Springs,yes,KCOS,COS
Cotulla-La Salle County Airport,28.45669937,-99.22029877,474,NA,US,US-TX,Cotulla,no,KCOT,COT
Columbia Regional Airport,38.8181,-92.219597,889,NA,US,US-MO,Columbia,yes,KCOU,COU
Compton Woodley Airport,33.88999939,-118.2440033,97,NA,US,US-CA,Compton,no,KCPM,CPM
Casper-Natrona County International Airport,42.907381,-106.461609,5350,NA,US,US-WY,Casper,yes,KCPR,CPR
St Louis Downtown Airport,38.570701599100005,-90.15619659,413,NA,US,US-IL,Cahokia/St Louis,no,KCPS,CPS
Cheraw Municipal Airport/Lynch Bellinger Field,34.712898,-79.957001,239,NA,US,US-SC,Cheraw,no,KCQW,HCW
Grand Strand Airport,33.81169891,-78.72389984,32,NA,US,US-SC,North Myrtle Beach,no,KCRE,CRE
Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,41,NA,US,US-FL,Jacksonville,no,KCRG,CRG
Corpus Christi International Airport,27.770399,-97.501198,44,NA,US,US-TX,Corpus Christi,yes,KCRP,CRP
McClellan-Palomar Airport,33.1283,-117.279999,331,NA,US,US-CA,Carlsbad,yes,KCRQ,CLD
C David Campbell Field Corsicana Municipal Airport,32.02809906,-96.40059662,449,NA,US,US-TX,Corsicana,no,KCRS,CRS
Z M Jack Stell Field,33.17829895,-91.88020325,184,NA,US,US-AR,Crossett,no,KCRT,CRT
Yeager Airport,38.3731,-81.593201,981,NA,US,US-WV,Charleston,yes,KCRW,CRW
Roscoe Turner Airport,34.91500092,-88.60350037,425,NA,US,US-MS,Corinth,no,KCRX,CRX
Columbus Airport,32.516415,-84.939602,397,NA,US,US-GA,Columbus,yes,KCSG,CSG
Clinton Sherman Airport,35.33980179,-99.20050049,1922,NA,US,US-OK,Clinton,no,KCSM,CSM
Creston Municipal Airport,41.021400451699996,-94.36329651,1300,NA,US,US-IA,Creston,no,KCSQ,CSQ
Crossville Memorial Airport Whitson Field,35.95131,-85.08499,1881,NA,US,US-TN,Crossville,no,KCSV,CSV
Cut Bank International Airport,48.608657,-112.378183,3854,NA,US,US-MT,Cut Bank,no,KCTB,CTB
Cross City Airport,29.63549995,-83.10479736,42,NA,US,US-FL,Cross City,no,KCTY,CTY
Sampson County Airport,34.9756012,-78.36460114,148,NA,US,US-NC,Clinton,no,KCTZ,CTZ
Jim Hamilton L.B. Owens Airport,33.97050095,-80.99520111,193,NA,US,US-SC,Columbia,no,KCUB,CUB
Cushing Municipal Airport,35.950496,-96.772371,916,NA,US,US-OK,Cushing,no,KCUH,CUH
Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896,NA,US,US-KY,Cincinnati / Covington,yes,KCVG,CVG
Hollister Municipal Airport,36.8932991,-121.4100037,230,NA,US,US-CA,Hollister,no,KCVH,HLI
Sharp County Regional Airport,36.26490021,-91.56259918,716,NA,US,US-AR,Ash Flat,no,KCVK,CKK
Clovis Municipal Airport,34.426594,-103.078794,4216,NA,US,US-NM,Clovis,yes,KCVN,CVN
Corvallis Municipal Airport,44.49720001,-123.2900009,250,NA,US,US-OR,Corvallis,no,KCVO,CVO
Cannon Air Force Base,34.382801,-103.321999,4295,NA,US,US-NM,Clovis,no,KCVS,CVS
Central Wisconsin Airport,44.777448,-89.670238,1277,NA,US,US-WI,Mosinee,yes,KCWA,CWA
Kickapoo Downtown Airport,33.85779953,-98.49040222,1003,NA,US,US-TX,Wichita Falls,no,KCWC,KIP
Chennault International Airport,30.2106,-93.143204,17,NA,US,US-LA,Lake Charles,no,KCWF,CWF
Clinton Municipal Airport,41.83110046,-90.32910156,708,NA,US,US-IA,Clinton,no,KCWI,CWI
Calexico International Airport,32.66949844,-115.5130005,4,NA,US,US-CA,Calexico,no,KCXL,CXL
Conroe-North Houston Regional Airport,30.351801,-95.414497,245,NA,US,US-TX,Houston,no,KCXO,CXO
Carson Airport,39.194331,-119.734312,4697,NA,US,US-NV,Carson City,no,KCXP,CSN
Capital City Airport,40.21709824,-76.85150146,347,NA,US,US-PA,Harrisburg,no,KCXY,HAR
Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,6159,NA,US,US-WY,Cheyenne,yes,KCYS,CYS
Cascade Locks State Airport,45.676599,-121.878879,151,NA,US,US-OR,Cascade Locks,no,KCZK,CZK
Dimmit County Airport,28.522199630699998,-99.82360077,599,NA,US,US-TX,Carrizo Springs,no,KCZT,CZT
Davison Army Air Field,38.715000152600005,-77.18099976,73,NA,US,US-VA,Fort Belvoir,no,KDAA,DAA
Daytona Beach International Airport,29.18255,-81.059464,34,NA,US,US-FL,Daytona Beach,yes,KDAB,DAB
Barstow Daggett Airport,34.85369873,-116.7870026,1930,NA,US,US-CA,Daggett,no,KDAG,DAG
Dallas Love Field,32.844776,-96.847653,487,NA,US,US-TX,Dallas,yes,KDAL,DAL
Danville Regional Airport,36.572899,-79.336098,571,NA,US,US-VA,Danville,no,KDAN,DAN
James M. Cox Dayton International Airport,39.902401,-84.219398,1009,NA,US,US-OH,Dayton,yes,KDAY,DAY
W H 'Bud' Barron Airport,32.5644,-82.985298,309,NA,US,US-GA,Dublin,no,KDBN,DBN
Dubuque Regional Airport,42.402,-90.709503,1077,NA,US,US-IA,Dubuque,yes,KDBQ,DBQ
Ronald Reagan Washington National Airport,38.8521,-77.037697,15,NA,US,US-DC,Washington,yes,KDCA,DCA
Pryor Field Regional Airport,34.652698516799994,-86.94539642,592,NA,US,US-AL,Decatur,no,KDCU,DCU
Dodge City Regional Airport,37.76340103149414,-99.96559906,2594,NA,US,US-KS,Dodge City,yes,KDDC,DDC
Decatur Airport,39.834598541259766,-88.86569977,682,NA,US,US-IL,Decatur,yes,KDEC,DEC
Decorah Municipal Airport,43.275501,-91.739403,1158,NA,US,US-IA,Decorah,no,KDEH,DEH
Denver International Airport,39.860027,-104.673792,5431,NA,US,US-CO,Denver,yes,KDEN,DEN
Defiance Memorial Airport,41.33750153,-84.42880249,707,NA,US,US-OH,Defiance,no,KDFI,DFI
Dallas Fort Worth International Airport,32.896801,-97.038002,607,NA,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW
Douglas Municipal Airport,31.34259987,-109.5059967,4173,NA,US,US-AZ,Douglas,no,KDGL,DGL
Converse County Airport,42.79719925,-105.3860016,4933,NA,US,US-WY,Douglas,no,KDGW,DGW
Dothan Regional Airport,31.321300506591797,-85.44960022,401,NA,US,US-AL,Dothan,yes,KDHN,DHN
Dalhart Municipal Airport,36.02259827,-102.5469971,3991,NA,US,US-TX,Dalhart,no,KDHT,DHT
Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,2592,NA,US,US-ND,Dickinson,yes,KDIK,DIK
Chautauqua County-Dunkirk Airport,42.49247,-79.273102,693,NA,US,US-NY,Dunkirk,no,KDKK,DKK
Dillon County Airport,34.44910049,-79.36859894,133,NA,US,US-SC,Dillon,no,KDLC,DLL
Laughlin Air Force Base,29.359501,-100.778002,1082,NA,US,US-TX,Del Rio,no,KDLF,DLF
Duluth International Airport,46.841873,-92.198746,1428,NA,US,US-MN,Duluth,yes,KDLH,DLH
Dillon Airport,45.255401611299995,-112.5530014,5241,NA,US,US-MT,Dillon,no,KDLN,DLN
Columbia Gorge Regional Airport,45.620979,-121.170777,247,NA,US,US-OR,Dallesport / The Dalles,no,KDLS,DLS
Davis Monthan Air Force Base,32.16650009,-110.8830032,2704,NA,US,US-AZ,Tucson,no,KDMA,DMA
Deming Municipal Airport,32.26229858,-107.7210007,4314,NA,US,US-NM,Deming,no,KDMN,DMN
Sedalia Memorial Airport,38.70740127559999,-93.17590332,909,NA,US,US-MO,Sedalia,no,KDMO,DMO
Daniel Field,33.46649933,-82.03939819,423,NA,US,US-GA,Augusta,no,KDNL,DNL
Dalton Municipal Airport,34.72290039,-84.87020111,709,NA,US,US-GA,Dalton,no,KDNN,DNN
Denison Municipal Airport,41.9864006,-95.38069916,1274,NA,US,US-IA,Denison,no,KDNS,DNS
Vermilion Regional Airport,40.199124,-87.59663,697,NA,US,US-IL,Danville,no,KDNV,DNV
Dover Civil Air Terminal/Dover Air Force Base,39.129501,-75.466003,24,NA,US,US-DE,Dover,yes,KDOV,DOV
Dupage Airport,41.90779877,-88.24859619,759,NA,US,US-IL,Chicago/West Chicago,no,KDPA,DPA
Michael AAF (Dugway Proving Ground) Airport,40.197396,-112.935094,4349,NA,US,US-UT,Dugway Proving Ground,no,KDPG,DPG
Desert Rock Airport,36.6194,-116.032997,3314,NA,US,US-NV,Mercury,no,KDRA,DRA
Beauregard Regional Airport,30.831699,-93.339897,202,NA,US,US-LA,DeRidder,no,KDRI,DRI
Drummond Island Airport,46.00930023,-83.74389648,668,NA,US,US-MI,Drummond Island,no,KDRM,DRE
Durango La Plata County Airport,37.151501,-107.753998,6685,NA,US,US-CO,Durango,yes,KDRO,DRO
Del Rio International Airport,29.37420082,-100.927002,1002,NA,US,US-TX,Del Rio,no,KDRT,DRT
Des Moines International Airport,41.534027,-93.656719,958,NA,US,US-IA,Des Moines,yes,KDSM,DSM
Dansville Municipal Airport,42.570545,-77.713273,662,NA,US,US-NY,Dansville,no,KDSV,DSV
Delta Municipal Airport,39.38059998,-112.5080032,4759,NA,US,US-UT,Delta,no,KDTA,DTA
Detroit Lakes Airport,46.824301,-95.883322,1397,NA,US,US-MN,Detroit Lakes,no,KDTL,DTL
Shreveport Downtown Airport,32.54019928,-93.74500275,179,NA,US,US-LA,Shreveport,no,KDTN,DTN
Destin Executive Airport,30.400101,-86.471497,23,NA,US,US-FL,Destin,yes,KDTS,DSI
Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,645,NA,US,US-MI,Detroit,yes,KDTW,DTW
Durant Regional Airport - Eaker Field,33.939675,-96.395072,699,NA,US,US-OK,Durant,no,KDUA,DUA
Halliburton Field,34.47090149,-97.9598999,1114,NA,US,US-OK,Duncan,no,KDUC,DUC
Bisbee Douglas International Airport,31.464139,-109.60456,4154,NA,US,US-AZ,Douglas Bisbee,no,KDUG,DUG
DuBois Regional Airport,41.17829895,-78.8986969,1817,NA,US,US-PA,Dubois,yes,KDUJ,DUJ
Devils Lake Regional Airport,48.115454,-98.908796,1456,NA,US,US-ND,Devils Lake,yes,KDVL,DVL
Davenport Municipal Airport,41.610432,-90.589693,751,NA,US,US-IA,Davenport,no,KDVN,DVN
Marin County Airport - Gnoss Field,38.14360046,-122.5559998,2,NA,US,US-CA,Novato,no,KDVO,NOT
Slayton Municipal Airport,43.986801,-95.7826,1623,NA,US,US-MN,Slayton,no,KDVP,NSL
Phoenix Deer Valley Airport,33.68830109,-112.0830002,1478,NA,US,US-AZ,Phoenix,no,KDVT,DVT
David Wayne Hooks Memorial Airport,30.0618,-95.55280304,152,NA,US,US-TX,Houston,no,KDWH,DWH
Danbury Municipal Airport,41.371656,-73.482227,458,NA,US,US-CT,Danbury,no,KDXR,DXR
Doylestown Airport,40.33300018,-75.12229919,394,NA,US,US-PA,Doylestown,no,KDYL,DYL
Dyess Air Force Base,32.420799,-99.854599,1789,NA,US,US-TX,Abilene,no,KDYS,DYS
Ol Seki Naboisho Airstrip,-1.378468,35.38032,6500,AF,KE,KE-33,Mara Simba,no,HKOY,OSJ
Musiara Airstrip,-1.298636,35.063885,5117,AF,KE,KE-33,Mara Rianta,no,HKSJ,MDR
Mara-Olkiombo Airport,-1.408586,35.110689,5011,AF,KE,KE-33,Serena,no,HKOK,OLX
Kiunga Airport,-1.741272,41.482707,1,AF,KE,KE-05,Kiunga,no,HKIU,KIU
Phifer Airfield,42.0555,-104.929001,4776,NA,US,US-WY,Wheatland,no,KEAN,EAN
Kearney Regional Airport,40.727001,-99.006798,2131,NA,US,US-NE,Kearney,yes,KEAR,EAR
Pangborn Memorial Airport,47.398899,-120.207001,1249,NA,US,US-WA,Wenatchee,yes,KEAT,EAT
Chippewa Valley Regional Airport,44.86579895019531,-91.48429871,913,NA,US,US-WI,Eau Claire,yes,KEAU,EAU
Webster City Municipal Airport,42.436848,-93.869905,1122,NA,US,US-IA,Webster City,no,KEBS,EBS
Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,11,NA,US,US-NC,Elizabeth City,no,KECG,ECG
Northwest Florida Beaches International Airport,30.357106,-85.795414,69,NA,US,US-FL,Panama City Beach,yes,KECP,ECP
Mondell Field,43.88379,-104.314156,4174,NA,US,US-WY,Newcastle,no,KECS,ECS
Northeastern Regional Airport,36.027698516799994,-76.56710052,20,NA,US,US-NC,Edenton,no,KEDE,EDE
Enterprise Municipal Airport,31.29969978,-85.89990234,361,NA,US,US-AL,Enterprise,no,KEDN,ETS
Edwards Air Force Base,34.910781,-117.886391,2312,NA,US,US-CA,Edwards,no,KEDW,EDW
Needles Airport,34.7663002,-114.6230011,983,NA,US,US-CA,Needles,no,KEED,EED
Dillant Hopkins Airport,42.898399,-72.270798,488,NA,US,US-NH,Keene,no,KEEN,EEN
Ellington Airport,29.607299804700002,-95.15879822,32,NA,US,US-TX,Houston,no,KEFD,EFD
Northeast Kingdom International Airport,44.888802,-72.229202,930,NA,US,US-VT,Newport,no,KEFK,EFK
Jefferson Municipal Airport,42.009866,-94.341717,1044,NA,US,US-IA,Jefferson,no,KEFW,EFW
Eagle County Regional Airport,39.64260101,-106.9179993,6548,NA,US,US-CO,Eagle,yes,KEGE,EGE
Duke Field,30.65040016,-86.52290344,191,NA,US,US-FL,Crestview,no,KEGI,EGI
Eagle River Union Airport,45.932300567599995,-89.26830292,1642,NA,US,US-WI,Eagle River,no,KEGV,EGV
Murray Field,40.803398,-124.112999,7,NA,US,US-CA,Eureka,no,KEKA,EKA
Elkhart Municipal Airport,41.7193985,-86.00319672,778,NA,US,US-IN,Elkhart,no,KEKM,EKI
Elkins-Randolph County Regional Airport,38.889759,-79.857651,1987,NA,US,US-WV,Elkins,no,KEKN,EKN
Elko Regional Airport,40.82490158081055,-115.7919998,5140,NA,US,US-NV,Elko,yes,KEKO,EKO
Addington Field / Elizabethtown Regional Airport,37.686001,-85.925003,775,NA,US,US-KY,Elizabethtown,no,KEKX,EKX
Eagle Lake Airport,29.600599288900003,-96.32189941,184,NA,US,US-TX,Eagle Lake,no,KELA,ELA
South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,277,NA,US,US-AR,El Dorado,yes,KELD,ELD
Elk City Regional Business Airport,35.43080139,-99.39430237,2013,NA,US,US-OK,Elk City,no,KELK,ELK
Elmira Corning Regional Airport,42.15990067,-76.89160156,954,NA,US,US-NY,Elmira/Corning,yes,KELM,ELM
Bowers Field,47.03300095,-120.5309982,1764,NA,US,US-WA,Ellensburg,no,KELN,ELN
Ely Municipal Airport,47.82450104,-91.83070374,1456,NA,US,US-MN,Ely,no,KELO,LYU
El Paso International Airport,31.809908,-106.375607,3959,NA,US,US-TX,El Paso,yes,KELP,ELP
Ely Airport Yelland Field,39.29970169,-114.8420029,6259,NA,US,US-NV,Ely,no,KELY,ELY
Wellsville Municipal Airport - Tarantine Field,42.109501,-77.989998,2124,NA,US,US-NY,Wellsville,no,KELZ,ELZ
Kemmerer Municipal Airport,41.82410049439999,-110.5569992,7285,NA,US,US-WY,Kemmerer,no,KEMM,EMM
Emporia Municipal Airport,38.33209991,-96.19120026,1208,NA,US,US-KS,Emporia,no,KEMP,EMP
